day_coordinate,cam_angle_deg,pitch_radius_mm,surface_x_mm,surface_y_mm,surface_radius_mm,pressure_angle_deg,pitch_curvature_radius_mm
31.937500000,31.500000000,55.686424010,39.711089595,27.189103622,48.127102474,17.709547756,66.004135592
32.064236111,31.625000000,55.725248539,39.684259997,27.297958135,48.166575650,17.723752418,65.950756855
32.190972222,31.750000000,55.764133177,39.657201697,27.406833314,48.206100846,17.737784932,65.900404337
32.317708333,31.875000000,55.803077616,39.629914129,27.515728846,48.245677815,17.751646835,65.850508554
32.444444444,32.000000000,55.842081549,39.602396763,27.624644270,48.285306258,17.765338604,65.801065810
32.571180556,32.125000000,55.881144668,39.574649070,27.733579121,48.324985876,17.778860714,65.752072440
32.697916667,32.250000000,55.920266668,39.546670524,27.842532932,48.364716370,17.792213639,65.703524813
32.824652778,32.375000000,55.959447240,39.518460597,27.951505232,48.404497443,17.805397855,65.655419325
32.951388889,32.500000000,55.998686079,39.490018767,28.060495546,48.444328796,17.818413833,65.607752407
33.078125000,32.625000000,56.037982876,39.461344528,28.169503327,48.484210106,17.831261548,65.559575168
33.204861111,32.750000000,56.077337322,39.432437425,28.278527832,48.524140978,17.843939539,65.511249952
33.331597222,32.875000000,56.116749102,39.403296942,28.387568547,48.564121097,17.856448093,65.463363443
33.458333333,33.000000000,56.156217905,39.373922557,28.496624981,48.604150161,17.868787686,65.415912057
33.585069444,33.125000000,56.195743416,39.344313751,28.605696641,48.644227868,17.880958797,65.368892237
33.711805556,33.250000000,56.235325324,39.314470004,28.714783027,48.684353913,17.892961901,65.322300459
33.838541667,33.375000000,56.274963314,39.284390799,28.823883639,48.724527997,17.904797472,65.276133227
33.965277778,33.500000000,56.314657073,39.254075622,28.932997971,48.764749815,17.916465986,65.230387076
34.092013889,33.625000000,56.354406290,39.223523857,29.042125879,48.805019202,17.927970618,65.189334460
34.218750000,33.750000000,56.394210669,39.192734731,29.151267821,48.845336228,17.939318999,65.150275738
34.345486111,33.875000000,56.434069919,39.161707733,29.260423340,48.885700635,17.950511951,65.111589048
34.472222222,34.000000000,56.473983753,39.130442366,29.369591923,48.926112143,17.961549912,65.073271518
34.598958333,34.125000000,56.513951881,39.098938136,29.478773055,48.966570476,17.972433318,65.035320298
34.725694444,34.250000000,56.553974014,39.067194552,29.587966217,49.007075357,17.983162605,64.997732560
34.852430556,34.375000000,56.594049865,39.035211120,29.697170887,49.047626506,17.993738206,64.960505499
34.979166667,34.500000000,56.634179144,39.002987354,29.806386539,49.088223649,18.004160556,64.923636332
35.105902778,34.625000000,56.674361561,38.970522817,29.915612459,49.128866438,18.014428708,64.885257637
35.232638889,34.750000000,56.714596820,38.937817122,30.024847775,49.169554464,18.024540585,64.846877515
35.359375000,34.875000000,56.754884624,38.904869780,30.134091943,49.210287439,18.034496575,64.808861073
35.486111111,35.000000000,56.795224674,38.871680304,30.243344419,49.251065078,18.044297122,64.771205443
35.612847222,35.125000000,56.835616672,38.838248208,30.352604659,49.291887095,18.053942667,64.733907785
35.739583333,35.250000000,56.876060319,38.804573006,30.461872113,49.332753206,18.063433649,64.696965280
35.866319444,35.375000000,56.916555318,38.770654218,30.571146231,49.373663125,18.072770509,64.660375129
