day_coordinate,cam_angle_deg,pitch_radius_mm,surface_x_mm,surface_y_mm,surface_radius_mm,pressure_angle_deg,pitch_curvature_radius_mm
26.234375000,25.875000000,89.457764930,73.962892641,34.413773152,81.577063385,9.456256445,74.782712727
26.361111111,26.000000000,89.425217810,73.860536667,34.557764531,81.545189717,9.482821762,74.785033935
26.487847222,26.125000000,89.392589670,73.757829317,34.701443965,81.513235728,9.509338946,74.787287199
26.614583333,26.250000000,89.359880760,73.654771749,34.844810548,81.481201657,9.535808005,74.789472786
26.741319444,26.375000000,89.327091332,73.551365120,34.987863379,81.449087747,9.562228946,74.791590960
26.868055556,26.500000000,89.294221637,73.447610590,35.130601562,81.416894239,9.588601775,74.793641988
26.994791667,26.625000000,89.261271927,73.343509323,35.273024204,81.384621375,9.614926500,74.795626136
27.121527778,26.750000000,89.228242454,73.239062383,35.415130556,81.352269366,9.641201908,74.798800618
27.248263889,26.875000000,89.195133477,73.134270823,35.556919899,81.319838425,9.667426571,74.801964290
27.375000000,27.000000000,89.161945257,73.029135817,35.698391358,81.287328802,9.693600489,74.805063601
27.501736111,27.125000000,89.128678054,72.923658542,35.839544062,81.254740746,9.719723666,74.808098834
27.628472222,27.250000000,89.095332129,72.817840176,35.980377148,81.222074509,9.745796101,74.811070273
27.755208333,27.375000000,89.061907743,72.711681899,36.120889753,81.189330340,9.771817795,74.813978201
27.881944444,27.500000000,89.028405156,72.605184893,36.261081022,81.156508490,9.797788749,74.816822905
28.008680556,27.625000000,88.994824628,72.498350344,36.400950104,81.123609209,9.823708969,74.819499506
28.135416667,27.750000000,88.961166418,72.391179584,36.540495958,81.090632791,9.849580202,74.820682156
28.262152778,27.875000000,88.927430778,72.283673910,36.679717592,81.057579513,9.875403792,74.821800441
28.388888889,28.000000000,88.893617957,72.175834505,36.818614164,81.024449615,9.901179740,74.822854631
28.515625000,28.125000000,88.859728204,72.067662554,36.957184840,80.991243337,9.926908049,74.823844998
28.642361111,28.250000000,88.825761770,71.959159244,37.095428790,80.957960920,9.952588717,74.824771813
28.769097222,28.375000000,88.791718905,71.850325765,37.233345188,80.924602603,9.978221747,74.825635348
28.895833333,28.500000000,88.757599858,71.741163307,37.370933213,80.891168627,10.003807136,74.826435877
29.022569444,28.625000000,88.723404878,71.631673059,37.508192054,80.857659232,10.029344847,74.827389081
29.149305556,28.750000000,88.689134219,71.521856081,37.645121070,80.824074617,10.054833304,74.829274945
29.276041667,28.875000000,88.654788137,71.411713501,37.781719548,80.790415008,10.080271682,74.831100201
29.402777778,29.000000000,88.620366891,71.301246522,37.917986688,80.756680653,10.105659976,74.832865135
29.529513889,29.125000000,88.585870739,71.190456350,38.053921697,80.722871801,10.130998180,74.834570038
29.656250000,29.250000000,88.551299939,71.079344190,38.189523785,80.688988700,10.156286290,74.836215198
29.782986111,29.375000000,88.516654750,70.967911252,38.324792166,80.655031598,10.181524298,74.837800907
29.909722222,29.500000000,88.481935429,70.856158743,38.459726063,80.621000742,10.206712198,74.839327454
30.036458333,29.625000000,88.447142236,70.744087890,38.594324684,80.586896386,10.231850123,74.840313530
30.163194444,29.750000000,88.412275423,70.631700113,38.728587004,80.552718838,10.256940432,74.840047098
30.289930556,29.875000000,88.377335239,70.518996697,38.862512164,80.518468359,10.281983972,74.839720200
30.416666667,30.000000000,88.342321930,70.405978852,38.996099398,80.484145186,10.306980740,74.839333109
30.543402778,30.125000000,88.307235743,70.292647787,39.129347948,80.449749557,10.331930729,74.838886100
30.670138889,30.250000000,88.272076924,70.179004717,39.262257059,80.415281709,10.356833934,74.838379449
30.796875000,30.375000000,88.236845720,70.065050854,39.394825979,80.380741880,10.381690348,74.837813432
30.923611111,30.500000000,88.201542377,69.950787415,39.527053965,80.346130306,10.406499966,74.837188324
31.050347222,30.625000000,88.166167143,69.836215594,39.658940302,80.311447218,10.431262541,74.837106205
31.177083333,30.750000000,88.130720267,69.721336408,39.790484490,80.276692797,10.455975822,74.837880008
31.303819444,30.875000000,88.095202007,69.606151032,39.921685860,80.241867273,10.480639249,74.838597537
31.430555556,31.000000000,88.059612620,69.490660695,40.052543691,80.206970894,10.505252809,74.839259088
31.557291667,31.125000000,88.023952363,69.374866625,40.183057264,80.172003906,10.529816490,74.839864959
31.684027778,31.250000000,87.988221494,69.258770053,40.313225867,80.136966558,10.554330279,74.840415446
31.810763889,31.375000000,87.952420268,69.142372211,40.443048791,80.101859095,10.578794162,74.840910846
31.937500000,31.500000000,87.916548944,69.025674333,40.572525335,80.066681767,10.603208127,74.841351459
32.064236111,31.625000000,87.880607778,68.908677675,40.701654773,80.031434825,10.627572408,74.841243281
32.190972222,31.750000000,87.844597024,68.791383610,40.830436260,79.996118556,10.651888452,74.840598992
32.317708333,31.875000000,87.808516932,68.673793392,40.958869080,79.960733208,10.676156482,74.839899509
32.444444444,32.000000000,87.772367753,68.555908256,41.086952549,79.925279021,10.700376484,74.839145120
32.571180556,32.125000000,87.736149738,68.437729439,41.214685984,79.889756236,10.724548445,74.838336115
